fraction_elementary,eml_win_rate,eml_coverage,hybrid_test_mse,dt_only_test_mse,dt_improvement,xgboost_test_mse,xgb_improvement,total_rounds
0.0,0.1,0.8741486435926874,0.8892425192352869,1.3435905085450126,0.3381595705091306,1.3566212151572672,0.3445167233860479,30
0.25,0.13333333333333333,0.8924477790269778,0.40702139547730587,0.8436785813964953,0.5175634365357653,0.8714500150733899,0.5329377607010217,30
0.5,0.13333333333333333,0.9320595534854552,0.23715518881061823,0.48149998213179446,0.5074658408903014,0.49189561654802316,0.5178749701513856,30
0.75,0.16666666666666666,0.8819054169477651,0.08015741629793532,0.179557669010581,0.5535840003959296,0.18206899825779282,0.5597415426846044,30
1.0,0.06666666666666667,0.9841534815103856,0.019193405300440596,0.054470518612328996,0.6476368173205476,0.05807845518084777,0.6695262427233102,30
