dataset,seed,config,rmse,fit_time,n_rounds
527_analcatdata_election2000,0,split_boost_l2_1,46942.60192672154,1.1392595767974854,200
527_analcatdata_election2000,1,split_boost_l2_1,57642.66088075824,0.3795461654663086,200
527_analcatdata_election2000,2,split_boost_l2_1,26031.084219434593,0.3748781681060791,200
527_analcatdata_election2000,3,split_boost_l2_1,69430.12608389053,0.38410139083862305,200
527_analcatdata_election2000,4,split_boost_l2_1,85266.26228761242,0.037567138671875,19
663_rabe_266,0,split_boost_l2_1,9.103560846946914,0.7467539310455322,164
663_rabe_266,1,split_boost_l2_1,11.836159198401141,0.45276522636413574,104
663_rabe_266,2,split_boost_l2_1,9.020687989419674,0.6646180152893066,156
663_rabe_266,3,split_boost_l2_1,9.84614616674683,0.6145684719085693,138
663_rabe_266,4,split_boost_l2_1,6.553514931107173,0.8716967105865479,200
561_cpu,0,split_boost_l2_1,67.33654686509354,0.739403247833252,97
561_cpu,1,split_boost_l2_1,27.571407521556505,1.3167510032653809,175
561_cpu,2,split_boost_l2_1,61.63786625082879,0.23858404159545898,33
561_cpu,3,split_boost_l2_1,76.05696905236168,1.4363007545471191,200
561_cpu,4,split_boost_l2_1,82.64612792936856,0.2523832321166992,33
659_sleuth_ex1714,0,split_boost_l2_1,2445.1591349003616,0.012820243835449219,16
659_sleuth_ex1714,1,split_boost_l2_1,3192.1016615286485,0.013491153717041016,16
659_sleuth_ex1714,2,split_boost_l2_1,2657.5474191148633,0.013155460357666016,16
659_sleuth_ex1714,3,split_boost_l2_1,4185.842400594318,0.013052701950073242,16
659_sleuth_ex1714,4,split_boost_l2_1,1331.057240013799,0.012853860855102539,16
1089_USCrime,0,split_boost_l2_1,31.811680742179405,0.01543426513671875,16
1089_USCrime,1,split_boost_l2_1,39.14304025816647,0.01199483871459961,16
1089_USCrime,2,split_boost_l2_1,38.84624990341599,0.013453006744384766,16
1089_USCrime,3,split_boost_l2_1,38.25000518778293,0.012235641479492188,16
1089_USCrime,4,split_boost_l2_1,36.59577209178935,0.011868953704833984,16
485_analcatdata_vehicle,0,split_boost_l2_1,309.83713515935995,0.012310028076171875,16
485_analcatdata_vehicle,1,split_boost_l2_1,242.28800662384327,0.012228250503540039,16
485_analcatdata_vehicle,2,split_boost_l2_1,336.0485638060842,0.015020370483398438,16
485_analcatdata_vehicle,3,split_boost_l2_1,263.848932723536,0.014109611511230469,16
485_analcatdata_vehicle,4,split_boost_l2_1,258.95814077563483,0.012353658676147461,16
230_machine_cpu,0,split_boost_l2_1,50.706362553072125,0.561866044998169,72
230_machine_cpu,1,split_boost_l2_1,54.31143113713007,0.6518411636352539,78
230_machine_cpu,2,split_boost_l2_1,57.84089191748368,0.4762399196624756,64
230_machine_cpu,3,split_boost_l2_1,68.20950680240988,1.4877722263336182,200
230_machine_cpu,4,split_boost_l2_1,50.63922939323055,1.0471372604370117,147
505_tecator,0,split_boost_l2_1,2.5976419282268575,0.7529213428497314,85
505_tecator,1,split_boost_l2_1,2.3189034854047614,1.276350736618042,147
505_tecator,2,split_boost_l2_1,1.5784952777574222,0.7931673526763916,93
505_tecator,3,split_boost_l2_1,1.9705223912075653,0.8898038864135742,102
505_tecator,4,split_boost_l2_1,1.416987663463407,0.402937650680542,44
1096_FacultySalaries,0,split_boost_l2_1,1.7242822872223795,0.06764650344848633,31
